cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili
c_f585,Comune di Roseto Degli Abruzzi,Roseto degli Abruzzi,ANTONIETTA,CRISUCCI,64026,TE,Abruzzo,http://www.comune.roseto.te.it,"Piazza Della Republica, 10",DIRIGENTE III SETTORE AD INTERIM,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00176150670,protocollogenerale@pec.comune.roseto.te.it,pec,,,,,,,,,,,,,0
c_f586,Comune di Montepaone,Montepaone,Mario,Migliarese,88060,CZ,Calabria,http://comune.montepaone.cz.it,Via Luigi Rossi n. 35,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00297260796,segreteria@pec.comune.montepaone.cz.it,pec,urbanistica@pec.comune.montepaone.cz.it,pec,centralecommittenza@pec.comune.montepaone.cz.it,pec,,,,,https://www.facebook.com/montepaone,https://www.twitter.com/montepaone,http://www.youtube.com/montepaone,,0
c_f587,Comune di Monteparano,Monteparano,Cosimo,Birardi,74020,TA,Puglia,http://www.comune.monteparano.ta.it,"Via Trento, N. 34",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80011610732,statocivile.comune.monteparano@pec.rupar.puglia.it,pec,,,,,,,,,,,,,0
c_f589,Comune di Monte Porzio,Monte Porzio,LUIGI MARIA,BARUFFI,61040,PU,Marche,http://www.comune.monte-porzio.pu.it,"Viale Cante Di Montevecchio, 10",RESPONSABILE SERVIZI DEMOGRAFICI E SOCIALI,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001610419,segreteria.monteporzio@emarche.it,pec,protocollo@comune.monte-porzio.pu.it,altro,,,,,,,,,,,0
c_f590,Comune di Monte Porzio Catone,Monte Porzio Catone,MARIA PAOLA,SUPPA,40,RM,Lazio,http://www.comune.monteporziocatone.rm.gov.it,Via Roma 5,COMMISSARIO PREFETTIZIO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84001810583,comune.monteporziocatone@legalmail.it,pec,demografici.monteporziocatone@legalmail.it,pec,segretariogenerale.monteporziocatone@legalmail.it,pec,,,,,https://it-it.facebook.com/pages/Comune-di-Monte-Porzio-Catone/1420492421571440,,https://www.youtube.com/channel/UCIDbBvA6DFQyvyjl9dWzZgw,,0
c_f591,Comune di Monteprandone,Monteprandone,Stefano,Stracci,63076,AP,Marche,http://www.monteprandone.gov.it,"Piazza Dell' Aquila, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00376950440,comune.monteprandone@emarche.it,pec,info@comune.monteprandone.ap.it,altro,,,,,,,,,,,0
c_f592,Comune di Montepulciano,Montepulciano,Michele,Angiolini,53045,SI,Toscana,http://www.comune.montepulciano.si.it,"Piazza Grande, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,AOOMON,S,00223000522,comune.montepulciano@pec.consorzioterrecablate.it,pec,,,,,,,,,https://it-it.facebook.com/comunemontepulciano,https://twitter.com/c_montepulciano,,,0
c_f594,Comune di Monterchi,Monterchi,Alfredo,Romanelli,52035,AR,Toscana,http://www.comunemonterchi.it,"Piazza Umberto Primo, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00197650518,comune.monterchi@postacert.toscana.it,pec,ragioneria@comunemonterchi.com,altro,servizidemografici@comunemonterchi.com,altro,,,,,,,,,0
c_f595,Comune di Montereale,Montereale,Massimiliano,Giorgi,67015,AQ,Abruzzo,http://www.comune.montereale.it,Via Condotti,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00096510664,ragioneria.montereale@legalmail.it,pec,ragioneria@montereale.it,altro,anagrafe.montereale@legalmail.it,pec,,,,,,,,,0
c_f596,Comune di Montereale Valcellina,Montereale Valcellina,Igor,Alzetta,33086,PN,Friuli Venezia Giulia,http://www.comune.monterealevalcellina.pn.it/,"Via Marziano Ciotti, 122",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000690933,comune.monterealevalcellina@certgov.fvg.it,pec,,,,,,,,,,,,,0
c_f597,Comune di Monterenzio,Monterenzio,Mara,Vanti,40050,BO,Emilia Romagna,http://www.comune.monterenzio.bologna.it,Piazza Guerrino De Giovanni 1,Responsabile Area Economico Finanziaria,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80013710373,comune.monterenzio@cert.provincia.bo.it,pec,,,,,,,,,,,,,0
c_f598,Comune di Monteriggioni,Monteriggioni,Raffaella,Senesi,53035,SI,Toscana,http://www.comune.monteriggioni.si.it,"Via Cassia Nord, 150",Sindaco ,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00224550525,comunemonteriggioni@postacert.toscana.it,pec,,,,,,,,,,,,,0
c_f599,Comune di Monte Rinaldo,Monte Rinaldo,Gessica,Mariani,63852,FM,Marche,http://www.monterinaldo.135.it,"Via Borgo Nuovo, 4",istruttore amministrativo,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00396470445,comune.monterinaldo@emarche.it,pec,com.monterinaldo@provincia.fm.it,altro,,,,,,,,,,,0
c_f600,Comune di Monte Roberto,Monte Roberto,Gabriele,Giampaoletti,60030,AN,Marche,http://www.comune.monteroberto.an.it,"Piazza Ruggeri, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82002210423,comune.monteroberto@emarche.it,pec,comune@monteroberto.pannet.it,altro,,,,,,,,,,,0
c_f601,Comune di Monteroduni,Monteroduni,Custode,Russo,86075,IS,Molise,http://www.comune.monteroduni.is.it/,Piazza Municipio N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80001790940,comune.monteroduni@pec.it,pec,monteroduni@virgilio.it,altro,,,,,,,,,,,0
c_f603,Comune di Monte Romano,Monte Romano,Murizio,Testa,1010,VT,Lazio,http://www.comune.monteromano.vt.it,"Piazza Plebiscito, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00187760566,segreteria@pec.comune.monteromano.vt.it,pec,,,,,,,,,,,,,0
c_f604,Comune di Monteroni di Lecce,Monteroni di Lecce,Guido,Aprea,73047,LE,Puglia,http://www.comune.monteroni.le.it,Piazza Falconieri,Commissario Straordinario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,93003530750,protocollogenerale.comune.monteroni@pec.rupar.puglia.it,pec,cig@comune.monteroni.le.it,altro,ragioneria.comune.monteroni@pec.rupar.puglia.it,pec,servizisociali.comune.monteroni@pec.rupar.puglia.it,pec,serviziculturali.comune.monteroni@pec.rupar.puglia.it,pec,,,,,0
c_f605,Comune di Monteroni D'Arbia,Monteroni d'Arbia,Gabriele,BERNI,53014,SI,Toscana,http://www.comune.monteronidarbia.si.it,"Via Roma, 87",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00229690524,comune.monteronidarbia@postacert.toscana.it,pec,info@comune.monteronidarbia.si.it,altro,,,,,,,,,,,0
c_f606,Comune di Monterosi,Monterosi,Sandro,Giglietti,1030,VT,Lazio,http://www.comune.monterosi.vt.it,Via Urbano Del Drago 37,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005310562,comunemonterosi@postecert.it,pec,ced@comune.monterosi.vt.it,altro,,,,,,,,,,,0
c_f607,Comune di Monterosso Calabro,Monterosso Calabro,Giuseppe,BARBARA,89819,VV,Calabria,http://comune.monterossocalabro.vv.it,Via Marconi,Responsabile Servizio Tecnico,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00363920794,protocollo.monterossocalabro@asmepec.it,pec,tecnico.monterossocalabro@asmepec.it,pec,amministrativo.monterossocalabro@asmepec.it,pec,contabile.monterossocalabro@asmepec.it,pec,tributi.monterossocalabro@asmepec.it,pec,,,,,0
c_f608,Comune di Monterosso Grana,Monterosso Grana,Mauro,Martini,12020,CN,Piemonte,http://www.comune.monterossograna.cn.it,Via Mistral n. 22,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004770048,monterosso.grana@cert.ruparpiemonte.it,pec,info@comune.monterossograna.cn.it,altro,,,,,,,,,,,0
c_f609,Comune di Monterosso al Mare,Monterosso al Mare,Emanuele,Moggia,19016,SP,Liguria,http://www.comune.monterosso.sp.it,"Piazza Garibaldi, 35",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00192420115,protocollo@pec.comune.monterosso.sp.it,pec,,,,,,,,,,,,,0
c_f610,Comune di Monterosso Almo,Monterosso Almo,PAOLO,BUSCEMA,97010,RG,Sicilia,http://www.comune.monterossoalmo.gov.it,Piazza San Giovanni N 9,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,92005940884,protocollo@pec.comune.monterosso-almo.rg.it,pec,ragioneria@pec.comune.monterosso-almo.rg.it,pec,suap@pec.comune.monterosso-almo.rg.it,pec,areatecnica@pec.comune.monterosso-almo.rg.it,pec,,,,,,,0
c_f611,Comune di Monterotondo,Monterotondo,Mauro,Alessandri,15,RM,Lazio,http://www.comune.monterotondo.rm.it,"Piazza Marconi, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80140110588,comune.monterotondo.rm@pec.it,pec,,,,,,,,,,,,,0
c_f612,Comune di Monterotondo Marittimo,Monterotondo Marittimo,Loretta,Picchi,58025,GR,Toscana,http://www.comune.monterotondomarittimo.gr.it,"Via Bardelloni, 64",Responsabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,AOOCMRM,S,81000870535,comune.monterotondomarittimo@postacert.toscana.it,pec,,,,,,,,,,,,,0
c_f614,Comune di Monterubbiano,Monterubbiano,MARIA TERESA,MIRCOLI,63825,FM,Marche,http://www.comune.monterubbiano.fm.it,"Via Trento E Trieste, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00357030444,monterubbiano@pec.ucvaldaso.it,pec,monterubbiano@ucvaldaso.it,altro,anna.lupacchini@ucvaldaso.it,altro,,,,,,,,,0
c_f616,Comune di Monte San Biagio,Monte San Biagio,Anna,Maciariello,4020,LT,Lazio,http://www.comunedimontesanbiagio.it,"Via Roma, 1",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81003590593,comune.montesanbiagio@pec.it,pec,comune@comune.montesanbiagio.lt.it,altro,fatturapa@pec.montesanbiagio.lt.it,altro,,,,,,,,,0
c_f618,Comune di Monte San Giacomo,Monte San Giacomo,Raffaele,Accetta,84030,SA,Campania,http://www.comune.montesangiacomo.sa.it,Via Sant'Anna,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002030654,prot.msgiacomo@asmepec.it,pec,,,,,,,,,https://www.facebook.com/monte,https://www.twitter.com/monte,http://www.youtube.com/monte,,0
c_f619,Comune di Monte San Giovanni in Sabina,Monte San Giovanni in Sabina,Salvatore,Mei,2040,RI,Lazio,http://comune.montesangiovanni.ri.gov.it,"Viale Regina Margherita,2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00107990574,amministrazione.comunemontesangiovanniinsabina@pec.it,pec,ufficioragmsg@libero.it,altro,ufficiotecnicomsg@libero.it,altro,,,,,,,,,0
c_f620,Comune di Monte San Giovanni Campano,Monte San Giovanni Campano,ANGELO,VERONESI,3025,FR,Lazio,http://www.comune.montesangiovannicampano.fr.it,p. Guglielmo Marconi 1,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80002470609,ragioneria.msgc@pec.ancitel.it,pec,ragioneriamsgc@virgilio.it,altro,servizisociali.msgc@pec.ancitel.it,pec,comunemontesgc.demografico@pec.it,pec,,,,,,,0
c_f621,Comune di Monte San Giusto,Monte San Giusto,Luigi,Simonelli,62015,MC,Marche,http://www.comune.montesangiusto.mc.it,"Via Bonafede, 30",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00134550433,protocollo@pec.comune.montesangiusto.mc.it,pec,segreteria@comune.montesangiusto.mc.it,altro,statocivile@pec.comune.montesangiusto.mc.it,pec,,,,,,,,,0
c_f622,Comune di Monte San Martino,Monte San Martino,Valeriano,Ghezzi,62020,MC,Marche,http://www.comune.montesanmartino.mc.it,"Piazza XX Settembre, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002470439,montesanmartino@pec.it,pec,,,,,,,,,,,,,0
c_f625,Comune di Montesano sulla Marcellana,Montesano sulla Marcellana,Giuseppe,Rinaldi,84033,SA,Campania,http://www.comune.montesano.sa.it,"P.zza Filippo Gagliardi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002290654,protocollo@pec.comune.montesano.sa.it,pec,,,,,,,,,,,,,0
c_f626,Comune di Monte San Pietrangeli,Monte San Pietrangeli,Paolo,Casenove,63815,FM,Marche,http://www.comune.montesanpietrangeli.fm.it,"Piazza Umberto I, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001270446,comune.montesanpietrangeli@emarche.it,pec,,,,,,,,,,,,,0
c_f627,Comune di Monte San Pietro,Monte San Pietro,Stefano,Rizzoli,40050,BO,Emilia Romagna,http://www.comune.montesanpietro.bo.it,"Piazza Della Pace, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80013730371,comune.montesanpietro@cert.provincia.bo.it,pec,comune@comune.montesanpietro.bo.it,altro,poliziamunicipale.montesanpietro@cert.provincia.bo.it,pec,,,,,,,,,0
c_f628,Comune di Monte San Savino,Monte San Savino,Margherita Gilda,Scarpellini,52048,AR,Toscana,http://www.citymonte.it,"Corso Sangallo, 38",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,AOOCMSS,S,00272160516,comune@pec.citymonte.it,pec,comune@citymonte.it,altro,,,,,,,http://www.facebook.com/MonteSanSavino,https://twitter.com/MonteSSavino,http.//youtube.com/c/ComuneMonteSanSavinoArezzo,,0
c_f629,Comune di Monte Santa Maria Tiberina,Monte Santa Maria Tiberina,Letizia,Michelini,6010,PG,Umbria,http://www.montesantamariatiberina.org,"Via S. Croce, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001650548,comune.montesantamariatiberina@postacert.umbria.it,pec,tecnico@montesantamariatiberina.org,altro,,,,,,,,,,,0
c_f631,Comune di Monte Sant'Angelo,Monte Sant'Angelo,Pierpaolo,d'Arienzo,71037,FG,Puglia,http://www.montesantangelo.it,"Piazza Municipio, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000870713,protocollo@montesantangelo.it,pec,ragioneria@montesantangelo.it,pec,info@montesantangelo.it,pec,anagrafe@montesantangelo.it,pec,sindaco@montesantangelo.it,pec,https://www.facebook.com/comunemontesantangelo,https://twitter.com/twimontesangelo,http://www.youtube.com/palazzocelestini,,0
c_f632,Comune di Potenza Picena,Potenza Picena,Noemi,Tartabini,62018,MC,Marche,http://www.comune.potenza-picena.mc.it,"p. G. Matteotti, 28",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00125720433,comune.potenzapicena@emarche.it,pec,,,,,,,,,,,,,0
c_f633,Comune di Monte Urano,Monte Urano,Moira,Canigola,63813,FM,Marche,http://www.comune.monteurano.fm.it,"Piazza Della Liberta', 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000910448,comune.monteurano@emarche.it,pec,sindaco@comune.monteurano.fm.it,altro,,,,,,,,,,,0
c_f634,Comune di Monte San Vito,Monte San Vito,Sabrina,Sartini,60037,AN,Marche,http://www.montesanvito.pannet.it,"Via Matteotti, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00182280420,protocollo@pec.comune.montesanvito.an.it,pec,info@comune.montesanvito.an.it,altro,,,,,,,http://www.facebook.com/montesanvito,,,,0
c_f636,Comune di Montesarchio,Montesarchio,Rossella,GRASSO,82016,BN,Campania,http://www.comune.montesarchio.bn.it,Piazza San Francesco,Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80000980625,protocollo@pec.comune.montesarchio.bn.it,pec,finanza@pec.comune.montesarchio.bn.it,pec,protocollo@comune.montesarchio.bn.it,altro,,,,,,,,,0
c_f637,Comune di Montescaglioso,Montescaglioso,VINCENZO,ZITO,75024,MT,Basilicata,http://www.comune.montescaglioso.mt.it,"Via C. Venezia, n. 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80001380775,servizifinanziari@pec.comune.montescaglioso.mt.it,pec,dr.gpandolfi@tiscali.it,altro,,,,,,,,,,,0
c_f638,Comune di Montescano,Montescano,ENRICA,BREGA,27040,PV,Lombardia,http://WWW.COMUNE.MONTESCANO.PV.IT,Via Roncole 1,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000670186,comune.montescano@legalpec.it,pec,anagrafe@comune.montescano.pv.it,altro,,,,,,,,,,,0
c_f639,Comune di Montescheno,Montescheno,Vittorio,Bianchetti,28843,VB,Piemonte,http://www.comune.montescheno.vb.it,Frazione Cresti 68,Responsabile Ufficio Contabilita',Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83001910039,comune.montescheno.vb@legalmail.it,pec,montescheno@libero.it,altro,,,,,,,,,,,0
c_f640,Comune di Montescudaio,Montescudaio,Simona,Fedeli,56040,PI,Toscana,http://www.comune.montescudaio.pi.it,"Via Della Madonna, 37",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002110506,comune.montescudaio@postacert.toscana.it,pec,,,,,,,,,,,,,0
c_f642,Comune di Montese,Montese,ADELAIDE,ZACCARIA,41055,MO,Emilia Romagna,http://www.comune.montese.mo.it,Via Panoramica 60,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00273460360,comunemontese@cert.comune.montese.mo.it,pec,lelli.a@comune.montese.mo.it,altro,maggi.v@comune.montese.mo.it,altro,,,,,,,,,0
c_f643,Comune di Montecchio Emilia,Montecchio Emilia,Paolo,Colli,42027,RE,Emilia Romagna,http://www.comune.montecchio-emilia.re.it/,"Piazza Repubblica, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00441110350,montecchio-emilia@cert.provincia.re.it,pec,ufficiosegreteria@comune.montecchio-emilia.re.it,altro,,,,,,,,,,,0
c_f644,Comune di Montesegale,Montesegale,Carlo,Ferrari,27052,PV,Lombardia,http://www.comune.montesegale.pv.it,"Piazza Del Municipio Eroi Di Nassiriya, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00485460182,comune.montesegale@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0
c_f646,Comune di Montesilvano,Montesilvano,Francesco,Maragno,65015,PE,Abruzzo,http://www.comune.montesilvano.pe.it,Piazza Diaz N 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00193460680,protocollo@comunemontesilvano.legalmail.it,pec,,,,,,,,,,,,,0
c_f648,Comune di Montespertoli,Montespertoli,Giulio,Mangani,50025,FI,Toscana,http://www.comune.montespertoli.fi.it,"Piazza Del Popolo, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,01175300480,comune.montespertoli@postacert.toscana.it,pec,,,,,,,,,https://www.facebook.com/comunemontespertoli/,https://twitter.com/montespertoli_?lang=it,,,0
c_f651,Comune di Monteu da Po,Monteu da Po,Laura,Gastaldo,10020,TO,Piemonte,http://www.comune.monteudapo.to.it,Via Municipio 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82501830010,protocollo.comune.monteudapo@pec.it,pec,anagrafe@comune.monteudapo.to.it,altro,,,,,,,,,,,3
c_f654,Comune di Monteu Roero,Monteu Roero,Michele,Sandri,12040,CN,Piemonte,http://www.comunemonteuroero.cn.it,"Piazza Roma, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000510040,monteu.roero@cert.ruparpiemonte.it,pec,,,,,,,,,,,,,0
c_f655,Comune di Montevago,Montevago,Margherita,La Rocca,92010,AG,Sicilia,http://www.comune.montevago.ag.it,"Piazza Della Repubblica, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,92006330846,protocollo.montevago@pec.it,pec,,,,,,,,,,,,,0
c_f656,Comune di Montevarchi,Montevarchi,Silvia,Chiassai,52025,AR,Toscana,http://www.comune.montevarchi.ar.it,"p. Benedetto Varchi, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00177290517,comune.montevarchi@postacert.toscana.it,pec,,,,,,,,,https://www.facebook.com/comune.montevarchi,https://twitter.com/montevarchi,https://www.youtube.com/user/ComuneDiMontevarchi,,0
c_f657,Comune di Montevecchia,Montevecchia,Franco,Carminati,23874,LC,Lombardia,http://www.comune.montevecchia.lc.it,"Via Donzelli, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85001450130,comune.montevecchia.lc@legalmail.it,pec,protocollo@comune.montevecchia.lc.it,altro,,,,,,,https://it-it.facebook.com/ComuneMontevecchia,,,,0
c_f660,Comune di Monteverde,Monteverde,Francesco,Ricciardi,83049,AV,Campania,http://www.comune.monteverde.sa.it,Via Fontana,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001670643,comune.monteverde@asmepec.it,pec,,,,,,,,,,,,,0
c_f662,Comune di Monteviale,Monteviale,Elisa,Santucci,36050,VI,Veneto,http://www.comune.monteviale.vi.it,Via A. Cibele n. 15,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00218540243,protocollo.comune.monteviale.vi@pecveneto.it,pec,monteviale.vi@cert.ip-veneto.net,pec,tecnico.comune.monteviale.vi@pecveneto.it,pec,demografico.comune.monteviale.vi@pecveneto.it,pec,comune@comune.monteviale.vi.it,altro,,,,,0
c_f664,Comune di Monte Vidon Combatte,Monte Vidon Combatte,Enrico,Equizi,63847,FM,Marche,http://www.comune.montevidoncombatte.fm.it,"Via Giacomo Leopardi, 1",SEGRETARIO COMUNALE,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000850446,comune.montevidoncombatte@emarche.it,pec,protocollo@comune.montevidoncombatte.fm.it,altro,,,,,,,,,,,0
c_f665,Comune di Monte Vidon Corrado,Monte Vidon Corrado,Giuseppe,Forti,63836,FM,Marche,http://www.comune.montevidoncorrado.fm.it,Piazza Osvaldo Licini N. 7,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001330448,certificata@pec.comune.montevidoncorrado.fm.it,pec,info@comune.montevidoncorrado.fm.it,altro,,,,,,,,,,,0
c_f666,Comune di Montezemolo,Montezemolo,Giuseppe,Taramazzo,12070,CN,Piemonte,http://www.comune.montezemolo.cn.it,Via Padre Giovanni Secco 10,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00474720042,comune.montezemolo.cn@legalmail.it,pec,Com.montezemolo@vallinrete.org,altro,,,,,,,,,,,0
c_f667,Comune di Monti,Monti,Avv Emanuele Antonio,Mutzu,7020,OT,Sardegna,http://www.comune.monti.ss.it,"Via Regione Sarda, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00060850906,monti@pec.comune.monti.ss.it,pec,,,,,,,,,,,,,0
c_f668,Comune di Montiano,Montiano,Fabio,Molari,47020,FC,Emilia Romagna,http://www.comune.montiano.fc.it,Piazza Maggiore 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000990408,montiano@pec.unionevallesavio.it,pec,protocollo@comune.montiano.fc.it,altro,,,,,,,,,,,0
c_f669,Comune di Monticello D'Alba,Monticello d'Alba,Silvio,Artusio Comba,12066,CN,Piemonte,http://www.comune.monticellodalba.cn.it,Via Regina Margherita N.3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00485040042,comune.monticellodalba.cn.it@pec.it,pec,,,,,,,,,,,,,0
c_f671,Comune di Monticelli d'Ongina,Monticelli d'Ongina,GIMMI,DISTANTE,29010,PC,Emilia Romagna,http://www.comune.monticelli.pc.it,Via Cavalieri Di Vittorio Veneto 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00182220335,comune.monticelli@sintranet.legalmail.it,pec,,,,,,,,,,,,,0
c_f674,Comune di Monticello Brianza,Monticello Brianza,Emanuela,Molteni,23876,LC,Lombardia,http://www.comune.monticellobrianza.lc.it,"Via G. Sirtori, 14",Responsabile del Settore Economico Finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85001990135,comune.monticellobrianza@pec.regione.lombardia.it,pec,protocollo@comune.monticellobrianza.lc.it,altro,,,,,,,,,,,0
c_f675,Comune di Monticello Conte Otto,Monticello Conte Otto,Massimo,Simeoni,36010,VI,Veneto,http://www.comune.monticello.vi.it,"Via Roma, 1",Responsabile Ufficio Relazioni con il Pubblico,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00522580240,urp.comune.monticello.vi@pecveneto.it,pec,urp@comune.monticello.vi.it,altro,,,,,,,,,,,0
c_f676,Comune di Monticiano,Monticiano,Maurizio,Colozza,53015,SI,Toscana,http://www.comune.monticiano.si.it,Piazza S. Agostino 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00227480522,comune.monticiano@pec.consorzioterrecablate.it,pec,,,,,,,,,,,,,0
c_f677,Comune di Montieri,Montieri,Nicola,Verruzzi,58026,GR,Toscana,http://www.comune.montieri.gr.it,"Piazza Gramsci, N. 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,AOOCMTRI,S,81000670539,comune.montieri@postacert.toscana.it,pec,,,,,,,,,,,,,0
c_f679,Comune di Montignoso,Montignoso,Gianni,Lorenzetti,54038,MS,Toscana,http://www.comune.montignoso.ms.it,"Via Fondaccio, 11",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00100290451,protocollo@pec.comune.montignoso.ms.it,pec,,,,,,,,,,,,,0
c_f680,Comune di Montirone,Montirone,Eugenio,Stucchi,25010,BS,Lombardia,http://www.comune.montirone.bs.it,Piazza Manzoni 17,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80012470177,protocollo@pec.comune.montirone.bs.it,pec,comune.montirone@comune.montirone.bs.it,altro,,,,,,,https://www.facebook.com/comune.montirone,,,,0
