ipa,license,other,word,cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili,slug,name,lat,lng
c_f920,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f920,Comune di Nogaredo,Nogaredo,Bonfanti,Fulvio,38060,TN,Trentino Alto Adige,http://www.comune.nogaredo.tn.it,"Piazza Centrale, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,270850225,nogaredo@postemailcertificata.it,pec,info@comune.nogaredo.tn.it,altro,,,,,,,,,,,0,nogaredo,Nogaredo,45.9137,11.0244
c_d622,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_d622,Comune di Fiumedinisi,Fiumedinisi,Giovanni Sebastiano,De Luca,98022,ME,Sicilia,http://www.comune.fiumedinisi.me.it,Via Umberto I,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,352170831,comune.fiumedinisi@legalmail.it,pec,,,,,,,,,,,,,2,fiumedinisi,Fiumedinisi,38.0258,15.38
c_d663,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_d663,Comune di Fondo,Fondo,Alberto,Albertini,38013,TN,Trentino Alto Adige,http://www.fondo.it,"Piazza S.Giovanni, 9",Responsabile servizi demografici - commercio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,266900224,comune@pec.comune.fondo.tn.it,pec,anagrafe@fondo.it,altro,segreteria@comune.fondo.tn.it,altro,ragioneria@fondo.it,altro,tecnico@fondo.it,altro,,,,,0,fondo,Fondo,46.4392,11.1386
c_b514,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_b514,Comune di Campitello di Fassa,Campitello di Fassa,Graziano,Sensato,38031,TN,Trentino Alto Adige,http://www.comune.campitellodifassa.tn.it,"Streda Dolomites, 44",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000230225,comune@pec.comune.campitellodifassa.tn.it,pec,info@comune.campitellodifassa.tn.it,altro,,,,,,,,,,,0,campitello-di-fassa,Campitello di Fassa,46.4774,11.7431
c_h288,http://creativecommons.org/licenses/by/3.0/it/,Creative Commons - Attribuzione - versione 3.0,,c_h288,Comune di Rignano Flaminio,Rignano Flaminio,Fabio,Di Lorenzi,68,RM,Lazio,http://www.comune.rignanoflaminio.rm.it,Piazza IV Novembre N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80163710587,protocollo@pec.comune.rignanoflaminio.rm.it,pec,affarigeneralicontratti@comune.rignanoflaminio.rm.it,altro,,,,,,,,,,,0,rignano-flaminio,Rignano Flaminio,42.2074,12.4803
c_i925,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_i925,Comune di Sporminore,Sporminore,Giovanni,Formolo,38010,TN,Trentino Alto Adige,http://www.comune.sporminore.tn.it,"Piazza Anaunia, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009570229,comune@pec.comune.sporminore.tn.it,pec,,,,,,,,,,,,,0,sporminore,Sporminore,46.2378,11.0312
c_g491,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_g491,Comune di Pescia,Pescia,Oreste,Giurlani,51017,PT,Toscana,http://www.comune.pescia.pt.it,"Piazza Mazzini, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,141930479,comune.pescia@legalmail.it,pec,info@comune.pescia.pt.it,altro,,,,,,,,,,,0,pescia,Pescia,43.8981,10.6914
c_g429,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g429,Comune di Pelugo,Pelugo,Stefano Pietro,Galli,38079,TN,Trentino Alto Adige,http://www.comune.pelugo.tn.it,Via Del Municipio 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,86003230223,comune@pec.comune.pelugo.tn.it,pec,comune@comune.pelugo.tn.it,altro,,,,,,,,,,,0,pelugo,Pelugo,46.0889,10.7238
c_f351,http://creativecommons.org/licenses/by/3.0/it/,Creative Commons 3.0 Italia,,c_f351,Comune di Mondovi,Mondovi',Paolo,Adriano,12084,CN,Piemonte,http://www.comune.mondovi.cn.it,"Corso Statuto, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,248770042,comune.mondovi@postecert.it,pec,info@comune.mondovi.cn.it,altro,,,,,,,https://www.facebook.com/cittadimondovi/,,,,2,mondovi,Mondovì,44.3896,7.8206
c_e584,http://creativecommons.org/licenses/by/3.0/it/,Creative Commons - Attribuzione 3.0 Italia (CC BY 3.0 IT),,c_e584,Comune di Lignano Sabbiadoro,Lignano Sabbiadoro,Luca,Fanotto,33054,UD,Friuli Venezia Giulia,http://www.comune.lignano-sabbiadoro.ud.it,Viale Europa 26,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000710307,comune.lignanosabbiadoro@certgov.fvg.it,pec,,,,,,,,,,,,,0,lignano-sabbiadoro,Lignano Sabbiadoro,45.6717,13.1098
c_c057,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_c057,Comune di Castelbaldo,Castelbaldo,Riccardo,Bernardinello,35040,PD,Veneto,http://www.comune.castelbaldo.pd.it,"Viale Matteotti, 11",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,CASTELBALDO,S,82001830288,castelbaldo.pd@cert.ip-veneto.net,pec,ragioneria@comune.castelbaldo.pd.it,altro,,,,,,,,,,,2,castelbaldo,Castelbaldo,45.1234,11.4592
c_h533,http://creativecommons.org/licenses/by/3.0/it/,Creative Commons - Attribuzione 3.0 Italia (CC BY 3.0 IT),,c_h533,Comune di Ronchis,Ronchis,Manfredi,MICHELUTTO,33050,UD,Friuli Venezia Giulia,http://www.comune.ronchis.ud.it/,"Corso Italia, 72",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000490306,comune.ronchis@certgov.fvg.it,pec,luigia.sbaiz@comune.ronchis.ud.it,altro,,,,,,,,,,,1,ronchis,Ronchis,45.8077,13.0
c_g296,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g296,Comune di Palu' del Fersina,Palu' del Fersina,Stefano,Moltrer,38050,TN,Trentino Alto Adige,http://www.comune.paludelfersina.tn.it,"Loc. Lenzi, 42",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,272300229,comune@pec.comune.paludelfersina.tn.it,pec,segreteria@comune.paludelfersina.tn.it,altro,,,,,,,,,,,0,palu-del-fersina,Palù del Fersina,46.1297,11.3524
c_a968,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_a968,Comune di Bondone,Bondone,Gianni,Cimarolli,38080,TN,Trentino Alto Adige,http://www.comune.bondone.tn.it,"Via Giusti, 48",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,273990226,comune@pec.comune.bondone.tn.it,pec,comune@comune.bondone.tn.it,altro,,,,,,,,,,,0,bondone,Bondone,45.8058,10.5513
c_c797,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_c797,Comune di Cloz,Cloz,Natale,Floretta,38020,TN,Trentino Alto Adige,http://www.comune.cloz.tn.it,"Via Di S.Stefano, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,311730220,comune@pec.comune.cloz.tn.it,pec,,,,,,,,,,,,,0,cloz,Cloz,46.4199,11.088
c_f307,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f307,Comune di Molveno,Molveno,Ruggero,Franchi,38018,TN,Trentino Alto Adige,http://www.comune.molveno.tn.it,"Piazza Marconi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,149120222,comune@pec.comune.molveno.tn.it,pec,molveno@comuni.infotn.it,altro,,,,,,,,,,,0,molveno,Molveno,46.1431,10.9649
c_b780,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_b780,Comune di Carini,Carini,Giuseppe,Monteleone,90044,PA,Sicilia,http://www.comune.carini.pa.it,Corso Umberto I,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,147540827,protocollo@pec.comune.carini.pa.it,pec,,,,,,,,,,,,,0,carini,Carini,38.1316,13.1809
c_g428,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g428,Comune di Pellizzano,Pellizzano,Dennis,Cova,38020,TN,Trentino Alto Adige,http://www.comune.pellizzano.tn.it,Piazza Di Santa Maria n. 6,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,149130221,comune@pec.comune.pellizzano.tn.it,pec,info@comune.pellizzano.tn.it,altro,,,,,,,,,,,0,pellizzano,Pellizzano,46.31100000000001,10.7609
c_I924,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_I924,Comune di Spormaggiore,Spormaggiore,DIEGO,TANEL,38010,TN,Trentino Alto Adige,http://www.comune.spormaggiore.tn.it,Piazza Di Fiera N. 1,RAGIONIERE,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,318880226,posta@pec.comune.spormaggiore.tn.it,pec,anagrafe@pec.comune.spormaggiore.tn.it,pec,ragioneria@pec.comune.spormaggiore.tn.it,pec,segreteria@comune.spormaggiore.tn.it,altro,tecnico@pec.comune.spormaggiore.tn.it,pec,,,,,0,spormaggiore,Spormaggiore,46.2195,11.0498
c_dez8,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_dez8,Comune di Cavedago,Cavedago,Silvano,Daldoss,38010,TN,Trentino Alto Adige,http://www.cavedago.com,Piazza San Lorenzo 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80008770226,comune@pec.comune.cavedago.tn.it,pec,ragioneria@comune.cavedago.tn.it,altro,,,,,,,,,,,0,cavedago,Cavedago,46.1863,11.0325
c_g808,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g808,Comune di Pomarolo,Pomarolo,Roberto,Adami,38060,TN,Trentino Alto Adige,http://www.comune.pomarolo.tn.it/,"Piazza Fratelli Fontana, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,310930227,comune@pec.comune.pomarolo.tn.it,pec,pomarolo@comune.pomarolo.tn.it,altro,,,,,,,,,,,0,pomarolo,Pomarolo,45.9291,11.0442
c_l194,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_l194,Comune di Tollo,Tollo,Angelo,Radica,66010,CH,Abruzzo,http://www.comune.tollo.ch.it,Piazza Della Liberazione,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,145440699,comune.tollo@legalmail.it,pec,comunetollo@comune.tollo.ch.it,altro,tecnico@comune.tollo.ch.it,altro,tecnico.tollo@legalmail.it,pec,anagrafe@comune.tollo.ch.it,altro,http://www.facebook.com/comune.tollo.7,,,,0,tollo,Tollo,42.3489,14.3191
c_b165,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_b165,Comune di Brez,Brez,Silvio,Rossi,38021,TN,Trentino Alto Adige,http://www.comune.brez.tn.it,"Piazza Municipio, 12",Segretario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,311750228,comune@pec.comune.brez.tn.it,pec,c.brez@comuni.brez.tn.it,altro,,,,,,,,,,,0,brez,Brez,46.4319,11.1077
c_l090,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l090,Comune di Telve di Sopra,Telve di Sopra,Ivano,Colme,38050,TN,Trentino Alto Adige,http://www.comune.telvedisopra.tn.it,"Via San Giovanni Bosco, 10",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001210228,comune@pec.comune.telvedisopra.tn.it,pec,info@comune.telvedisopra.tn.it,altro,,,,,,,,,,,0,telve-di-sopra,Telve di Sopra,46.0724,11.4728
c_l511,http://creativecommons.org/licenses/by/2.5/it/,licenza Creative Commons - Attribuzione 2.5 Italia,,c_l511,Comune di Usmate Velate,Usmate Velate,Maria Elena,Riva,20865,MB,Lombardia,http://www.comune.usmatevelate.mb.it,"Corso Italia, 22",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1482570155,protocollo.comuneusmatevelate@postecert.it,pec,ragioneria.comuneusmatevelate@postecert.it,pec,ufficiotecnico.comuneusmatevelate@postecert.it,pec,servizisociali.comuneusmatevelate@postecert.it,pec,polizialocale.comuneusmatevelate@postecert.it,pec,,,,,0,usmate-velate,Usmate Velate,45.6508,9.3625
c_m357,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m357,Comune di Madruzzo,Madruzzo,Michele,Bortoli,38076,TN,Trentino Alto Adige,http://www.comune.madruzzo.tn.it,"Piazza Alcide Degasperi, 25",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401750225,comune@pec.comune.madruzzo.tn.it,pec,info@comune.madruzzo.tn.it,altro,,,,,,,,,,,0,madruzzo,Madruzzo,46.026112,10.98424
c_l100,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_l100,Comune di Teolo,Teolo,MARIO,VISCONTI,35037,PD,Veneto,http://www.comune.teolo.pd.it,V Euganea Treponti 34,Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80010150284,teolo.pd@cert.ip-veneto.net,pec,,,,,,,,,,,,,0,teolo,Teolo,45.3485,11.6723
c_f947,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f947,Comune di Novaledo,Novaledo,Diego,Margon,38050,TN,Trentino Alto Adige,http://www.comune.novaledo.tn.it,"Piazza Municipio, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,289900227,comune@pec.comune.novaledo.tn.it,pec,comune@comune.novaledo.tn.it,altro,,,,,,,,,,,0,novaledo,Novaledo,46.023,11.3669
c_f013,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_f013,Comune di Masi,Masi,Cosimo,Galassini,35040,PD,Veneto,http://www.comune.masi.pd.it,Piazza Liberta' n.1-3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001470283,masi.pd@cert.ip-veneto.net,pec,ufficio.ragioneria@comune.masi.pd.it,altro,,,,,,,,,,,0,masi,Masi,45.1099,11.4903
c_g028,http://creativecommons.org/licenses/by/2.5/it/,licenza Creative Commons - Attribuzione 2.5 Italia,,c_g028,Comune di Olgiate Olona,Olgiate Olona,Giovanni,Montano,21057,VA,Lombardia,http://www.comuneolgiateolona.it,v. Luigia Greppi 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,322700121,comune.olgiateolona@pec.regione.lombardia.it,pec,info@comuneolgiateolona.it,altro,demograficiolgiateolona@legalmail.it,pec,,,,,,,,,0,olgiate-olona,Olgiate Olona,45.63,8.8863
c_d468,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_d468,Comune di Fai della Paganella,Fai della Paganella,Gabriele,Tonidandel,38010,TN,Trentino Alto Adige,http://www.comune.faidellapaganella.tn.it,"Via Villa, 29",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,431040229,comune@pec.comune.faidellapaganella.tn.it,pec,protocollo@comune.faidellapaganella.tn.it,altro,,,,,,,,,,,0,fai-della-paganella,Fai della Paganella,46.1753,11.0685
c_c544,http://creativecommons.org/licenses/by-sa/2.5/it/,licenza Creative Commons Attribuzione - Condividi allo stesso modo 2.5 Italia,,c_c544,Comune di Cervarese Santa Croce,Cervarese Santa Croce,Massimo,Campagnolo,35030,PD,Veneto,http://www.comune.cervarese.pd.it,Piazza A.Moro 9,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009270283,cervaresesantacroce.pd@cert.ip-veneto.net,pec,,,,,,,,,,,,,0,cervarese-santa-croce,Cervarese Santa Croce,45.4245,11.6868
c_m366,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m366,Comune di Dimaro Folgarida,Dimaro Folgarida,Andrea,Lazzaroni,38025,TN,Trentino Alto Adige,http://www.comune.dimarofolgarida.tn.it,"Piazza Giovanni Serra, 10",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401970229,comune@pec.comune.dimarofolgarida.tn.it,pec,,,,,,,,,,,,,0,dimaro-folgarida,Dimaro,46.3272,10.8719
c_g823,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_g823,Comune di Ponso,Ponso,SEGRETARIO,COMUNALE,35040,PD,Veneto,http://www.comune.ponso.pd.it,"Via Vittorio, 33",SEGRETARIO COMUNALE,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82002950283,ponso.pd@cert.ip-veneto.net,pec,comune@comune.ponso.pd.it,altro,,,,,,,,,,,0,ponso,Ponso,45.1926,11.5871
c_d188,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_d188,Comune di Croviana,Croviana,GIORGIO,OSELE,38027,TN,Trentino Alto Adige,http://www.comune.croviana.tn.it/,"Via Di Carbonara, 16",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,423390228,comune@pec.comune.croviana.tn.it,pec,segretario@comune.croviana.tn.it,altro,,,,,,,,,,,0,croviana,Croviana,46.3463,10.9045
c_i714,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY),,c_i714,Comune di Sfruz,Sfruz,Andrea,Biasi,38010,TN,Trentino Alto Adige,http://www.comune.sfruz.tn.it,"Piazza De Gasperi, 16",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83005070228,comune.sfruz@pec.it,pec,info@comune.sfruz.tn.it,altro,,,,,,,,,,,0,sfruz,Sfruz,46.3406,11.1249
c_f727,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_f727,Comune di Morgongiori,Morgongiori,Renzo,Ibba,9090,OR,Sardegna,http://www.comune.morgongiori.or.it,"Via Rinascita, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,74170952,protocollo@pec.comune.morgongiori.or.it,pec,protocollo@comune.morgongiori.or.it,altro,utc.morgongiori@pec.it,pec,finanziario@pec.comune.morgongiori.or.it,pec,,,https://www.facebook.com/ComuneDiMorgongiori,,,,0,morgongiori,Morgongiori,39.7478,8.7713
c_l097,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l097,Comune di Tenno,Tenno,Giuliano,Marocchi,38060,TN,Trentino Alto Adige,http://www.comune.tenno.tn.it,"Via Dante Alighieri, 18",Vicesindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000250229,comune@pec.comune.tenno.tn.it,pec,p.colautti@comune.tenno.tn.it,altro,,,,,,,,,,,0,tenno,Tenno,45.9203,10.8325
c_i411,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_i411,Comune di Sanzeno,Sanzeno,Claudia,Scanzoni,38010,TN,Trentino Alto Adige,http://www.comune.sanzeno.tn.it,"Frazione Banco Piazza del Municipio, 1",Collaboratore Amministrativo,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83005250226,comune@pec.comune.sanzeno.tn.it,pec,comune@comune.sanzeno.tn.it,altro,,,,,,,,,,,0,sanzeno,Sanzeno,46.3678,11.0777
c_e648,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_e648,Comune di Lodi,Lodi,Sara,Casanova,26900,LO,Lombardia,http://www.comune.lodi.it,Piazza Broletto 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84507570152,comunedilodi@legalmail.it,pec,urp@comune.lodi.it,altro,,,,,,,http://www.facebook.com/pages/Comune-di-Lodi/49965188375?v=wall,https://twitter.com/ComunediLodi,http://www.youtube.com/user/ComunediLodi,,2,lodi,Lodi,45.3129,9.4978
c_g419,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g419,Comune di Peio,Peio,Angelo,Dalpez,38024,TN,Trentino Alto Adige,http://www.comune.peio.tn.it,"Via Giovanni Casarotti, 31",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,308670223,comune@pec.comune.peio.tn.it,pec,protocollo@comune.peio.tn.it,altro,,,,,,,,,,,0,peio,Peio,46.3628,10.6734
c_i543,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_i543,Comune di Scontrone,Scontrone,Ileana,Schipani,67030,AQ,Abruzzo,http://www.comune.scontrone.aq.it,Piazza Roma 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000350668,comunescontrone@pec.it,pec,comunescontrone@virgilio.it,altro,,,,,,,,,,,0,scontrone,Scontrone,41.7472,14.0396
c_i040,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_i040,Comune di San Michele Al Tagliamento,San Michele al Tagliamento,Pasqualino,Codognotto,30028,VE,Veneto,http://www.comunesanmichele.it,"Piazza della Liberta', 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,325190270,comune.sanmichelealtagliamento.ve@pecveneto.it,pec,info@comunesanmichele.it,altro,,,,,,,https://www.facebook.com/sanmichelealtagliamento,https://twitter.com/Comune_SMT,http://www.youtube.com/channel/UC6prgAC9Bt8G4ZckULj1jFQ,,0,san-michele-al-tagliamento,San Michele al Tagliamento,45.7642,12.995
c_b749,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_b749,Comune di Carceri,Carceri,Tiberio,Businaro,35040,PD,Veneto,http://www.comune.carceri.pd.it,Via Roma 22,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI CARCERI,S,82002210282,carceri.pd@cert.ip-veneto.net,pec,ragioneria@comune.carceri.pd.it,altro,,,,,,,,,,,0,carceri,Carceri,45.196999999999996,11.6203
c_f835,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f835,Comune di Nago-Torbole,Nago-Torbole,Gianni,Morandi,38069,TN,Trentino Alto Adige,http://www.comune.nago-torbole.tn.it,"Via Giacomo Matteotti, 33",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000050223,comunenagotorbole@pec.it,pec,protocollo.comune.nago-torbole.tn@legalmail.it,pec,comune@comune.nago-torbole.tn.it,altro,,,,,,,,,0,nago-torbole,Nago-Torbole,45.8693,10.8775
c_l147,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l147,Comune di Tesero,Tesero,Elena,Ceschini,38038,TN,Trentino Alto Adige,http://www.comune.tesero.tn.it,"Via 4 Novembre, 27",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,303060222,comune@pec.comune.tesero.tn.it,pec,info@comune.tesero.tn.it,altro,,,,,,,,,,,0,tesero,Tesero,46.2914,11.5131
c_m351,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m351,Comune di Amblar Don,Amblar Don,Giuliano,Marches,38011,TN,Trentino Alto Adige,http://www.comune.amblardon.tn.it/,"Via Alla Chiesa, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401960220,comune@pec.comune.amblardon.tn.it,pec,comune@comune.amblardon.tn.it,altro,anagrafe@comune.amblardon.tn.it,altro,ragioniere@comune.amblardon.tn.it,altro,segretario@comune.amblardon.tn.it,altro,,,,,0,amblar-don,Amblar,46.3953,11.1443
c_e624,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_e624,Comune di Livo TN,Livo,FERRUCCIO,ZANOTELLI,38020,TN,Trentino Alto Adige,http://www.comune.livo.tn.it,"Via G Marconi, 54",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002860225,comune@pec.comune.livo.tn.it,pec,ragioneria@comune.livo.tn.it,altro,,,,,,,,,,,0,livo,Livo,46.1699,9.305
c_l805,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_l805,Comune di Vescovana,Vescovana,Elena,Muraro,35040,PD,Veneto,http://www.comune.vescovana.pd.it,"Via Roma, 32",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001130283,vescovana.pd@cert.ip-veneto.net,pec,segreteria@comune.vescovana.pd.it,altro,,,,,,,,,,,0,vescovana,Vescovana,45.1363,11.7108
c_i703,http://creativecommons.org/licenses/by/3.0/it/,testo integrale della licenza,,c_i703,Comune di Settimo Torinese,Settimo Torinese,ELENA,PIASTRA,10036,TO,Piemonte,http://www.comune.settimo-torinese.to.it,"Piazza Liberta', 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1054240013,settimo@cert.comune.settimo-torinese.to.it,pec,,,,,,,,,,,,,0,settimo-torinese,Settimo Torinese,45.1371,7.7709
c_e757,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_e757,Comune di Luserna,Luserna,Emanuela,Defrancesco,38040,TN,Trentino Alto Adige,http://www.comune.luserna.tn.it,"Piazza Marconi, 2",Segretario generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004770220,comune@pec.comune.luserna.tn.it,pec,,,,,,,,,,,,,0,luserna,Luserna,44.8085,7.2454
c_c400,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_c400,Comune di Cavizzana,Cavizzana,Gianni,Rizzi,38022,TN,Trentino Alto Adige,http://www.comune.cavizzana.tn.it/,"Piazza del Municipio, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,291620227,comune@pec.comune.cavizzana.tn.it,pec,comune@comune.cavizzana.tn.it,altro,ragioneria@comune.cavizzana.tn.it,altro,,,,,,,,,0,cavizzana,Cavizzana,46.3682,10.9586
